,Vmag,Plx,e_Plx,B-V,SpType,TargetClass
5142,10.11,-0.07,1.52,0.32,211,1
5143,5.04,16.61,0.73,0.109,67,1
5144,9.24,-1.2,1.28,0.506,390,0
5145,6.23,23.88,0.78,0.398,376,1
5146,9.27,9.9,1.23,0.543,416,0
5147,7.48,10.3,0.61,0.246,83,1
5148,9.14,0.76,1.06,0.898,575,0
5149,9.11,2.75,1.63,1.142,668,0
5150,8.34,2.92,1.08,1.113,609,0
5151,7.69,2.84,0.89,0.066,2,0
5152,9.67,9.47,1.37,0.673,609,0
5153,7.46,3.77,0.85,-0.076,238,1
5154,7.62,3.84,0.93,1.227,662,0
5155,10.15,5.24,1.92,0.471,354,0
5156,10.46,1.88,1.67,0.46,292,1
5157,8.9,4.81,1.0,0.495,398,1
5158,8.55,3.79,1.09,1.059,609,0
5159,9.09,2.7,1.95,0.9,633,0
5160,7.61,11.77,0.89,0.362,317,1
5161,7.61,30.84,0.86,0.71,507,1
5162,5.17,132.4,0.6,0.704,533,1
5163,9.5,5.93,0.96,0.579,416,0
5164,9.98,5.78,1.7,1.215,685,0
5165,6.86,12.13,0.85,0.371,292,1
5166,8.48,0.93,1.47,1.5,609,0
5167,8.25,6.94,1.03,0.927,633,0
5168,9.6,6.95,1.41,0.921,507,0
5169,8.41,4.29,1.32,1.136,609,0
5170,6.71,4.03,0.97,1.661,770,0
5171,9.1,3.2,1.2,1.118,609,0
5172,5.51,27.84,0.88,0.334,302,1
5173,7.11,2.93,0.83,0.078,2,0
5174,3.94,11.66,0.77,-0.12,227,1
5175,9.34,2.2,1.46,0.199,39,1
5176,8.94,14.25,16.39,1.183,698,0
5177,8.74,11.07,1.15,0.658,420,0
5178,9.11,2.47,1.4,1.338,698,0
5179,8.64,10.08,1.71,0.969,646,0
5180,11.52,9.63,5.21,0.88,766,0
5181,12.23,1.08,3.12,-0.23,288,1
5182,7.88,9.46,0.87,0.366,292,1
5183,8.29,8.85,1.07,0.403,292,1
5184,9.39,3.02,1.27,1.025,609,0
5185,9.55,7.86,1.6,0.627,420,0
5186,8.23,3.1,1.09,0.466,317,1
5187,5.77,5.75,0.65,-0.019,251,1
5188,8.51,5.08,1.55,0.5,609,0
5189,6.89,11.5,1.09,0.292,137,1
5190,3.46,27.73,0.71,1.161,698,0
5191,8.52,4.72,0.83,0.3,35,0
5192,8.56,1.29,0.89,0.799,535,0
5193,8.76,-0.13,1.41,1.551,811,0
5194,10.56,36.0,1.69,1.256,756,0
5195,7.48,3.94,0.65,0.034,2,0
5196,9.45,4.27,1.35,0.381,310,1
5197,4.24,10.43,0.5,1.213,695,0
5198,8.63,28.33,1.3,0.837,651,0
5199,8.85,2.44,0.91,1.212,698,0
5200,8.13,2.29,0.91,1.093,507,0
5201,9.02,3.4,1.06,1.468,738,0
5202,8.95,3.68,1.32,1.271,685,0
5203,9.36,2.79,1.4,0.586,416,0
5204,7.62,4.06,1.17,0.244,80,1
5205,9.82,3.7,1.38,0.692,416,0
5206,8.95,14.58,0.91,0.529,431,0
5207,8.77,10.1,1.27,0.495,420,0
5208,8.2,12.24,1.76,0.501,382,1
5209,7.96,1.64,1.01,0.99,507,0
5210,7.81,4.07,1.61,0.044,2,0
5211,8.41,2.71,0.76,1.572,735,0
5212,7.31,4.97,0.93,-0.058,253,1
5213,8.08,3.9,1.03,-0.09,238,1
5214,9.1,21.56,1.27,0.764,568,0
5215,9.78,8.66,2.32,0.485,354,1
5216,9.99,1.64,1.55,0.131,181,1
5217,8.71,1.3,1.25,0.977,575,0
5218,8.62,7.29,1.02,0.387,333,0
5219,9.71,4.2,1.25,1.01,609,0
5220,7.86,10.41,0.91,0.651,471,1
5221,7.7,3.73,0.83,1.069,609,0
5222,10.96,0.19,1.49,-0.049,184,0
5223,7.93,3.04,0.75,1.399,719,0
5224,8.81,6.91,1.58,0.64,455,0
5225,9.73,7.23,1.68,0.46,344,1
5226,8.57,3.22,0.96,1.314,687,0
5227,9.21,6.04,1.17,0.795,591,0
5228,9.81,2.91,1.56,0.54,465,0
5229,8.79,2.85,1.64,1.42,685,0
5230,9.2,5.5,3.46,0.691,422,0
5231,8.8,5.41,1.33,1.673,738,0
5232,8.68,6.42,1.15,0.711,445,1
5233,8.09,2.8,1.01,1.55,685,0
5234,9.67,0.97,1.44,1.305,791,0
5235,6.24,6.97,0.54,0.922,609,0
5236,12.38,46.12,3.65,1.53,805,0
5237,8.93,1.08,1.26,1.179,719,0
5238,9.27,1.77,1.61,0.6,292,1
5239,6.93,0.65,0.66,0.24,150,0
5240,9.8,5.93,1.51,0.586,500,0
5241,7.36,5.33,0.91,0.141,39,1
5242,7.94,7.57,0.99,0.378,317,1
5243,9.71,5.46,0.99,0.52,424,0
5244,8.31,7.98,1.12,0.415,366,0
5245,9.0,3.53,1.22,0.28,39,1
5246,8.05,1.71,1.0,0.072,2,0
5247,9.45,7.86,1.43,0.537,445,1
5248,10.24,1.08,1.33,0.409,382,1
5249,10.4,7.09,2.48,0.953,560,0
5250,8.5,3.52,1.09,0.224,39,1
5251,7.54,6.39,0.92,0.228,55,1
5252,8.74,3.63,1.67,0.295,39,1
5253,7.14,10.32,0.82,0.464,376,0
5254,8.1,6.49,0.86,0.36,55,1
5255,7.55,10.05,0.82,0.413,317,1
5256,8.38,4.37,0.99,0.2,55,1
5257,8.51,7.28,1.02,0.923,609,0
5258,9.51,1.2,1.35,1.2,660,0
5259,4.26,4.43,0.8,0.012,231,1
5260,8.66,2.59,1.99,1.129,586,0
5261,8.44,5.87,1.21,1.069,609,0
5262,8.42,4.95,1.61,0.117,47,1
5263,8.6,3.9,1.17,0.666,500,0
5264,8.73,7.96,0.92,0.743,528,0
5265,6.65,13.24,0.75,0.439,317,1
5266,8.42,10.17,0.94,0.481,317,1
5267,7.57,8.3,0.86,0.173,65,1
5268,11.38,26.61,3.57,1.435,771,0
5269,6.65,7.68,1.8,0.342,292,1
5270,7.72,7.74,0.91,0.701,431,0
5271,9.64,4.57,1.6,0.551,366,0
5272,2.07,16.36,0.76,1.576,776,0
5273,9.66,9.54,1.51,0.487,445,1
5274,8.6,4.23,1.05,0.167,39,1
5275,7.71,4.75,1.23,0.397,292,1
5276,8.05,2.26,1.04,1.179,609,0
5277,8.49,4.37,1.11,0.491,376,0
5278,5.57,8.09,0.66,0.697,450,0
5279,9.02,6.56,1.04,0.803,536,0
5280,9.27,11.94,1.24,0.576,424,0
5281,7.19,5.47,0.88,0.069,2,0
5282,6.75,4.35,0.77,1.14,575,0
5283,9.24,16.69,1.33,0.759,507,0
5284,9.58,5.9,1.34,0.601,445,1
5285,10.13,2.92,2.05,0.492,310,1
5286,8.8,20.2,0.84,0.672,530,1
5287,8.66,2.27,0.97,0.957,586,0
5288,8.28,2.29,1.08,0.984,639,0
5289,6.97,9.98,0.91,0.546,366,0
5290,8.45,8.75,1.11,0.546,420,0
5291,9.91,2.79,2.37,0.446,382,1
5292,7.92,4.37,1.62,0.795,368,1
5293,8.57,11.01,1.34,0.541,420,0
5294,8.64,3.03,1.13,0.972,507,0
5295,9.32,7.38,1.42,0.529,344,1
5296,7.34,4.39,1.0,1.131,633,0
5297,8.22,2.89,0.91,0.955,420,0
5298,8.74,8.25,1.18,0.561,420,0
5299,8.08,4.46,1.12,0.989,639,0
5300,8.53,11.7,7.69,0.536,420,0
5301,6.41,7.9,0.59,0.888,548,0
5302,8.12,2.93,0.92,0.947,633,0
5303,8.09,13.21,3.92,0.47,420,0
5304,8.38,7.21,0.72,0.404,352,1
5305,9.37,4.33,1.22,1.018,616,0
5306,8.29,2.67,1.02,0.061,262,1
5307,6.07,5.85,0.79,1.535,775,0
5308,8.09,4.62,0.94,0.156,39,1
5309,6.4,8.94,0.83,1.029,633,0
5310,7.86,4.56,0.88,0.12,39,1
5311,9.41,1.73,1.17,0.4,333,0
5312,6.98,12.21,0.64,0.309,305,1
5313,9.2,12.12,1.04,0.574,445,1
5314,9.58,17.12,1.53,0.821,591,0
5315,9.12,2.4,1.13,0.687,556,0
5316,9.12,3.93,1.14,1.352,738,0
5317,5.67,18.98,0.71,0.603,431,0
5318,5.81,9.06,0.78,1.466,745,0
5319,8.25,2.54,0.84,1.651,771,0
5320,9.8,122.9,7.53,1.568,608,1
5321,8.28,4.1,1.09,0.88,507,0
5322,7.63,5.5,1.18,0.924,563,0
5323,9.62,5.34,1.45,0.553,398,1
5324,8.31,10.94,0.93,0.454,317,1
5325,9.99,1.5,1.64,1.115,685,0
5326,8.99,1.4,1.14,1.153,668,0
5327,7.66,5.42,0.79,0.201,39,1
5328,8.64,0.65,1.16,0.95,581,0
5329,7.3,4.57,0.74,0.223,55,1
5330,8.53,2.66,1.1,1.039,641,0
5331,7.49,5.21,0.94,0.167,39,1
5332,8.89,5.21,1.14,0.402,333,0
5333,5.97,3.63,0.84,1.491,735,0
5334,6.9,9.47,1.89,0.43,366,0
5335,8.69,1.64,1.12,1.2,685,0
5336,8.57,3.32,1.12,1.515,685,0
5337,7.98,10.91,0.87,0.47,382,0
5338,8.78,2.54,1.07,0.486,366,0
5339,8.55,1.84,1.15,1.212,698,0
5340,10.25,1.08,1.45,0.654,39,1
5341,5.32,10.26,0.57,-0.014,17,1
5342,9.53,3.14,1.24,0.229,61,1
5343,8.83,4.44,1.21,0.337,55,1
5344,7.66,37.34,0.91,0.73,609,0
5345,9.55,0.94,1.35,1.728,758,0
5346,9.15,5.75,1.4,0.537,382,1
5347,7.32,8.51,0.85,0.391,292,1
5348,8.2,1.95,1.06,1.555,770,0
5349,8.1,4.71,1.0,0.391,292,1
5350,9.08,20.0,1.33,0.771,507,1
5351,8.26,2.64,0.96,1.392,698,0
5352,8.06,27.88,0.69,0.849,648,0
5353,10.65,0.96,2.65,0.339,445,1
5354,6.55,17.4,0.67,0.553,445,1
5355,10.23,4.02,1.7,0.417,333,0
5356,7.3,2.18,0.91,1.63,685,0
5357,7.23,25.25,0.9,0.568,445,1
5358,10.16,7.75,1.73,0.579,445,1
5359,7.24,3.45,0.75,-0.023,253,1
5360,8.56,10.26,0.96,0.476,420,0
5361,8.2,6.86,0.95,0.612,420,0
5362,7.15,7.12,1.44,1.496,735,0
5363,9.06,9.25,1.31,0.525,398,1
5364,8.19,2.86,0.92,1.22,685,0
5365,4.34,23.73,0.68,0.17,109,1
5366,7.86,5.72,1.08,0.967,507,0
5367,5.15,5.82,0.78,0.261,310,1
5368,9.38,3.96,1.34,0.705,591,0
5369,9.92,2.35,2.69,0.513,395,1
5370,8.13,1.84,0.99,0.928,496,0
5371,10.0,5.68,3.12,0.512,390,0
5372,5.8,3.56,0.73,-0.095,232,1
5373,8.78,13.4,0.76,0.602,465,0
5374,6.6,4.17,0.8,1.6,738,0
5375,8.35,10.71,1.11,0.466,317,1
5376,7.83,7.57,1.51,0.888,507,0
5377,7.31,3.89,0.84,-0.026,253,1
5378,10.65,4.62,2.07,0.65,420,0
5379,9.56,2.04,1.15,0.575,238,1
5380,7.96,5.35,0.95,0.96,609,0
5381,9.59,3.23,1.03,1.556,770,0
5382,7.1,3.9,1.05,1.494,811,0
5383,10.21,1.22,3.65,0.586,371,1
5384,8.38,3.25,0.85,0.915,551,0
5385,9.27,1.62,2.0,0.569,420,0
5386,9.19,1.81,1.16,1.5,738,0
5387,10.62,15.03,1.94,0.944,685,0
5388,9.4,7.39,0.96,0.506,398,1
5389,5.56,7.96,0.6,-0.052,257,1
5390,10.79,2.23,1.87,0.54,366,0
5391,9.71,7.35,2.05,0.417,333,1
5392,9.74,3.87,3.01,0.0,209,1
5393,9.12,2.93,1.22,0.256,2,0
5394,4.66,7.42,0.68,1.024,633,0
5395,9.49,3.31,1.59,1.089,685,0
5396,8.89,3.41,1.22,0.387,292,1
5397,9.46,8.9,1.45,0.656,479,0
5398,6.49,7.92,0.85,0.891,507,0
5399,8.69,3.6,0.97,0.124,253,1
5400,8.6,1.11,1.31,1.412,713,0
5401,7.48,24.66,0.91,0.589,465,0
5402,9.1,4.65,1.28,1.241,698,0
5403,8.88,3.69,1.02,0.497,55,1
5404,9.07,4.12,1.31,0.078,2,0
5405,8.99,3.23,3.11,0.46,378,1
5406,8.31,1.96,1.12,1.042,507,0
5407,8.99,6.27,1.16,0.456,420,0
5408,4.51,20.11,0.87,1.092,637,0
5409,7.93,2.23,1.14,1.018,609,0
5410,7.57,3.38,0.93,0.338,438,1
5411,5.57,8.99,0.6,-0.072,266,1
5412,7.91,4.08,0.96,1.0,507,0
5413,9.41,6.72,2.0,1.306,609,0
5414,8.9,3.43,0.92,0.131,39,1
5415,9.2,7.54,1.83,0.675,507,0
5416,5.93,7.4,0.82,1.403,735,0
5417,8.07,6.54,1.01,0.169,39,1
5418,8.58,4.16,1.05,0.374,292,1
5419,9.11,3.45,1.33,0.978,633,0
5420,8.31,6.75,0.71,0.354,310,1
5421,8.66,3.99,0.99,-0.035,2,0
5422,8.49,7.54,1.09,0.6,455,0
5423,9.74,0.27,1.82,1.286,738,0
5424,9.08,4.54,1.54,1.3,685,0
5425,8.37,2.66,1.13,0.898,507,0
5426,8.55,6.93,3.12,0.346,39,1
5427,9.07,2.69,1.22,0.861,581,0
5428,7.8,1.63,0.89,1.061,507,0
5429,8.86,10.31,1.31,0.575,479,0
5430,11.03,-2.75,2.12,1.01,606,0
5431,9.05,1.51,1.37,0.082,209,1
5432,10.45,2.08,1.78,0.498,366,0
5433,9.36,2.07,1.2,0.502,394,1
5434,9.15,6.8,1.92,0.987,561,0
5435,8.12,5.83,1.07,1.117,668,0
5436,8.66,3.51,1.37,1.685,738,0
5437,9.15,6.49,0.88,0.309,80,1
5438,8.89,3.64,2.06,0.308,122,0
5439,8.84,0.15,1.1,1.418,470,1
5440,9.67,4.54,1.32,0.43,333,0
5441,9.97,5.66,1.49,0.577,416,0
5442,9.5,6.19,1.32,0.54,416,0
5443,8.88,3.24,1.03,0.066,2,0
5444,8.75,1.81,1.09,1.168,668,0
5445,7.17,16.16,0.6,0.587,424,0
5446,9.67,4.14,1.41,0.457,382,1
5447,7.38,2.88,0.78,1.09,609,0
5448,5.6,11.98,0.52,0.008,65,1
5449,8.52,1.0,1.09,1.732,770,0
5450,7.52,8.98,0.86,0.355,292,1
5451,11.35,18.77,2.72,1.22,762,0
5452,6.89,29.64,0.81,0.494,366,1
5453,9.09,8.34,1.18,0.503,416,0
5454,8.92,4.33,2.16,0.417,354,0
5455,9.43,12.13,1.38,0.758,445,1
5456,8.59,3.96,0.88,0.416,325,0
5457,6.54,14.04,0.81,0.468,376,0
5458,8.62,3.48,1.07,-0.044,2,0
5459,9.06,2.54,1.21,1.299,685,0
5460,9.91,5.02,1.65,0.5,420,0
5461,7.59,5.83,0.85,0.36,292,1
5462,9.54,7.37,1.24,0.52,416,0
5463,7.74,22.02,0.96,0.687,445,1
5464,12.1,269.0,7.57,1.85,824,1
5465,8.28,7.14,1.1,0.16,253,1
5466,6.55,19.17,0.92,0.454,420,0
5467,8.71,31.12,1.52,0.931,609,0
5468,8.03,2.75,0.85,0.053,2,0
5469,8.35,0.65,1.02,0.515,203,0
5470,6.13,4.67,0.77,1.652,784,0
5471,7.63,16.9,1.15,0.471,354,1
5472,8.13,2.08,1.17,1.05,507,0
5473,9.11,-0.74,1.29,0.473,249,1
5474,9.94,7.28,1.12,0.596,501,0
5475,8.51,1.7,1.14,1.095,366,0
5476,8.53,5.93,2.03,0.577,416,0
5477,9.53,1.95,1.37,0.621,209,1
5478,7.55,3.99,1.31,0.394,292,1
5479,7.88,3.24,0.94,1.11,609,0
5480,5.95,13.62,0.71,0.281,135,1
5481,11.95,15.18,3.07,1.106,762,0
5482,9.55,45.4,1.55,1.267,737,0
5483,8.49,2.93,1.06,0.981,507,0
5484,6.97,5.26,0.89,1.05,633,0
5485,6.59,8.28,0.71,0.934,507,0
5486,9.54,4.57,1.23,0.371,507,0
5487,8.24,4.06,1.17,1.322,609,0
5488,8.57,4.97,1.91,0.203,39,1
5489,8.59,3.67,1.15,0.2,2,0
5490,7.0,4.97,1.91,0.039,15,1
5491,9.25,-1.02,1.25,1.021,492,0
5492,8.33,9.26,0.95,0.423,366,0
5493,7.3,12.94,1.28,0.38,80,1
5494,7.83,4.32,0.9,0.104,15,1
5495,9.47,6.94,1.26,0.572,431,0
5496,7.07,5.15,0.82,0.99,549,0
5497,9.32,8.87,1.37,0.673,530,1
5498,6.24,9.58,0.95,0.98,466,0
5499,8.3,4.52,1.17,1.381,666,0
5500,8.58,10.17,1.37,0.487,366,0
5501,7.41,16.48,1.02,0.551,366,1
5502,8.53,1.84,1.13,0.034,2,0
5503,7.24,22.36,0.79,0.77,507,1
5504,7.86,18.69,1.05,0.578,445,1
5505,9.14,4.83,1.31,0.796,555,0
5506,6.4,5.0,0.82,0.018,272,1
5507,8.32,2.02,1.11,1.24,507,0
5508,9.14,1.66,1.38,1.356,698,0
5509,9.12,1.81,0.89,0.995,542,0
5510,9.09,9.23,0.87,1.014,672,0
5511,9.78,0.14,1.42,0.21,238,1
5512,6.73,4.37,0.87,-0.144,238,1
5513,7.99,8.04,0.7,0.907,633,0
5514,7.3,5.45,0.78,1.208,609,0
5515,8.95,21.7,1.25,0.685,445,1
5516,7.79,1.59,0.91,1.446,738,0
5517,10.09,14.41,1.62,0.968,609,0
5518,8.53,15.24,0.79,0.647,530,1
5519,8.98,4.82,1.18,0.374,39,1
5520,7.79,8.51,0.99,0.193,39,1
5521,8.23,2.72,1.01,1.294,687,0
5522,7.25,6.46,0.84,1.132,609,0
5523,10.95,4.23,1.82,0.599,420,0
5524,9.09,1.84,1.22,1.083,553,0
5525,7.7,2.31,0.71,0.786,445,1
5526,9.15,6.36,1.51,0.588,420,0
5527,7.26,18.95,0.83,0.424,344,1
5528,8.68,17.14,1.41,0.762,507,0
5529,9.95,5.76,1.74,0.583,445,1
5530,9.42,11.31,1.87,0.843,633,0
5531,9.63,13.59,2.01,0.62,534,1
5532,10.21,-1.3,1.21,0.138,11,0
5533,8.64,3.31,1.08,1.067,507,0
5534,7.43,5.86,0.86,1.225,685,0
5535,6.74,7.67,0.87,0.993,577,0
5536,7.83,3.08,1.01,1.413,685,0
5537,8.58,3.66,1.42,0.056,2,0
5538,10.29,1.89,1.67,0.55,420,0
5539,10.52,0.83,1.98,0.38,292,1
5540,7.8,2.69,0.95,1.205,698,0
5541,7.51,4.2,0.89,0.943,507,0
5542,8.34,0.66,1.4,0.99,609,0
5543,8.41,1.46,1.25,1.605,685,0
5544,9.55,2.94,1.66,1.002,609,0
5545,9.23,5.9,1.72,1.236,698,0
5546,8.08,11.88,1.08,0.488,366,1
5547,8.75,13.17,0.85,0.499,382,1
5548,9.54,5.68,1.34,0.495,407,0
5549,9.04,2.72,1.17,0.915,633,0
5550,7.83,3.79,0.98,1.341,507,0
5551,8.63,9.73,1.07,0.463,354,1
5552,8.44,6.18,0.94,0.449,500,0
5553,12.37,-13.67,7.62,1.22,758,0
5554,10.12,4.34,1.65,0.406,297,1
5555,5.21,22.1,2.04,0.32,105,1
5556,8.8,5.28,1.22,0.31,420,0
5557,7.77,3.24,1.04,1.073,581,0
5558,9.37,14.45,1.41,0.603,500,0
5559,9.1,29.3,1.17,1.035,685,0
5560,4.67,8.64,0.81,1.047,638,0
5561,6.44,16.69,18.42,0.492,416,0
5562,7.62,2.53,0.89,1.56,746,0
5563,8.07,3.09,0.95,1.349,771,0
5564,8.47,23.55,1.01,0.446,382,1
5565,8.33,5.53,1.16,0.09,2,0
5566,8.54,1.65,1.08,1.101,633,0
5567,8.54,4.64,1.13,1.111,738,0
5568,8.87,9.11,1.35,0.476,382,0
5569,8.21,3.42,1.13,0.93,507,0
5570,7.69,10.93,1.14,0.571,420,0
5571,9.53,0.93,1.1,0.164,238,1
5572,7.15,14.74,0.77,0.428,317,1
5573,9.23,3.25,1.52,0.151,251,1
5574,9.97,6.6,1.93,0.46,416,0
5575,8.38,2.46,1.06,1.1,668,0
5576,9.04,4.73,0.94,0.47,382,1
5577,7.55,6.58,1.81,0.999,507,0
5578,9.49,6.11,1.32,0.276,87,1
5579,9.82,32.62,1.38,1.22,738,0
5580,6.88,14.68,1.0,0.312,306,1
5581,7.05,12.7,0.92,0.584,366,1
5582,8.13,8.92,0.8,0.468,382,0
5583,9.17,1.2,1.36,0.993,633,0
5584,7.18,2.3,0.78,0.031,179,1
5585,8.69,11.97,1.25,0.544,465,0
5586,9.15,1.48,1.09,1.482,771,0
5587,8.05,5.0,1.01,0.533,366,0
5588,6.33,3.21,0.82,1.684,803,0
5589,9.32,11.55,2.24,0.618,500,0
5590,9.34,7.9,1.17,0.511,507,0
5591,7.97,2.07,1.05,1.431,738,0
5592,10.1,8.64,2.25,0.67,591,0
5593,8.35,14.33,0.98,0.55,455,1
5594,5.97,6.52,0.79,-0.082,242,1
5595,9.26,9.95,1.27,0.584,416,0
5596,9.93,4.25,2.39,0.539,479,0
5597,8.7,1.5,1.37,1.26,609,0
5598,7.18,23.31,0.86,0.546,366,1
5599,9.17,3.93,1.46,0.875,609,0
5600,9.54,4.08,1.99,1.374,703,0
5601,9.22,0.64,0.93,1.428,689,0
5602,9.1,7.3,1.34,0.496,445,1
5603,8.78,0.81,0.93,0.062,2,0
5604,8.47,4.54,1.16,0.086,2,0
5605,10.82,11.43,2.17,0.7,445,1
5606,8.69,1.16,1.17,1.077,609,0
5607,11.77,4.36,2.84,0.95,606,0
5608,7.34,4.0,0.84,1.13,668,0
5609,7.36,5.68,0.83,0.002,2,0
5610,9.43,11.22,1.21,0.634,473,1
5611,7.52,3.38,0.75,1.212,668,0
5612,8.23,9.13,0.91,0.478,382,0
5613,5.14,41.0,0.89,0.448,382,1
5614,7.97,4.81,0.9,1.0,507,0
5615,8.92,1.84,1.14,1.743,738,0
5616,8.49,7.4,0.96,0.558,455,0
5617,10.17,2.2,1.63,0.217,125,0
5618,9.48,2.73,1.61,-0.01,143,0
5619,9.22,0.17,1.0,1.088,657,0
5620,7.5,25.95,0.77,0.575,420,0
5621,8.8,10.59,1.28,0.537,416,0
5622,9.02,1.57,1.36,1.096,633,0
5623,10.07,2.28,3.03,1.32,281,1
5624,9.03,1.65,1.2,0.972,586,0
5625,10.62,8.7,1.78,0.7,507,0
5626,11.16,60.75,1.94,1.637,815,0
5627,7.34,4.27,0.92,-0.014,253,1
5628,7.8,4.43,0.95,1.071,609,0
5629,7.57,0.97,0.75,1.043,609,0
5630,9.03,15.94,0.92,0.762,648,0
5631,9.47,3.01,1.44,1.122,685,0
5632,8.91,5.84,1.09,0.439,354,1
5633,8.07,4.82,1.09,0.465,366,0
5634,9.23,4.05,1.42,0.802,420,0
5635,7.41,2.13,0.73,1.348,719,0
5636,9.75,4.09,1.69,0.494,420,0
5637,6.04,7.07,1.0,1.081,553,0
5638,8.2,0.25,1.18,1.308,687,0
5639,9.41,4.25,1.36,1.31,689,0
5640,7.72,3.16,1.0,0.96,507,0
5641,8.5,7.45,1.23,0.446,366,0
5642,7.25,11.38,1.66,0.469,412,0
5643,8.52,7.67,2.14,0.257,122,0
5644,9.12,12.28,1.24,0.662,530,1
5645,9.07,5.74,1.47,0.208,2,0
5646,5.7,22.8,0.8,0.428,382,1
5647,9.98,11.89,1.48,0.623,507,0
5648,9.65,2.52,1.55,0.465,310,1
5649,9.28,3.03,1.25,0.353,445,1
5650,8.0,11.79,1.04,0.493,366,1
5651,9.27,2.77,1.26,1.007,668,0
5652,8.49,2.51,0.97,0.075,2,0
5653,7.34,19.39,1.5,0.473,398,1
5654,7.94,11.59,0.91,0.383,301,1
5655,7.22,47.38,1.25,1.0,709,0
5656,7.61,2.84,0.73,1.626,796,0
5657,8.57,5.54,1.17,0.3,117,0
5658,9.12,15.12,1.05,0.629,445,1
5659,10.89,-0.6,2.04,1.38,420,0
5660,8.13,3.23,1.26,1.001,633,0
5661,10.24,4.81,2.01,0.499,366,0
5662,8.18,2.77,1.2,1.044,609,0
5663,9.24,2.94,1.25,0.874,507,0
5664,10.13,3.71,1.51,0.481,292,1
5665,8.74,9.14,1.88,0.661,445,1
5666,9.34,15.19,1.43,0.655,530,1
5667,9.56,3.02,1.32,1.281,685,0
5668,9.84,3.96,2.0,0.856,507,0
5669,9.0,5.6,1.24,0.457,364,0
5670,8.3,5.79,1.84,0.905,586,0
5671,8.56,3.58,1.67,1.132,674,0
5672,9.33,3.34,1.16,1.068,633,0
5673,8.38,6.8,0.92,0.494,378,0
5674,4.97,66.44,0.64,0.571,431,1
5675,8.86,2.8,1.11,0.14,241,1
5676,8.54,3.46,0.82,0.243,2,0
5677,9.02,4.8,1.38,0.46,292,1
5678,8.06,3.51,1.17,0.911,581,0
5679,8.61,8.28,1.07,0.532,445,1
5680,8.6,0.75,0.93,1.5,811,0
5681,9.41,4.88,1.29,0.947,646,0
5682,11.66,-3.41,3.02,1.382,758,0
5683,8.01,1.03,1.19,1.073,633,0
5684,7.85,6.06,0.7,1.186,702,0
5685,8.16,1.93,0.74,1.459,719,0
5686,8.23,3.76,2.8,0.897,507,0
5687,8.36,2.16,1.05,0.939,586,0
5688,7.56,4.5,1.03,1.07,609,0
5689,10.99,-0.64,5.15,0.478,366,0
5690,6.99,3.39,0.75,0.086,39,1
5691,8.72,3.68,0.92,1.192,701,0
5692,9.93,-0.03,0.97,0.009,209,1
5693,8.87,16.9,1.24,0.671,507,0
5694,7.91,2.71,0.98,1.205,575,0
5695,8.77,2.62,1.07,0.951,507,0
5696,7.67,2.02,1.08,1.542,685,0
5697,9.45,9.38,1.24,0.566,431,0
5698,6.71,7.47,0.95,0.129,39,1
5699,8.8,2.45,1.25,0.013,39,1
5700,8.14,4.19,1.43,0.947,507,0
5701,8.81,8.31,0.78,0.67,498,0
5702,8.52,2.53,1.41,0.16,47,1
5703,7.63,16.95,1.18,0.781,507,0
5704,8.49,9.73,1.5,0.614,455,0
5705,9.83,3.59,1.46,0.519,407,0
5706,8.71,2.05,1.44,0.616,507,0
5707,8.25,20.84,0.88,0.646,500,1
5708,8.27,3.85,1.08,0.428,354,0
5709,4.25,48.94,0.53,0.48,393,1
5710,7.16,17.75,1.11,0.466,317,1
5711,8.33,5.31,1.03,0.166,2,0
5712,8.71,8.4,1.87,0.445,354,1
5713,9.83,2.1,1.65,1.585,771,0
5714,8.88,1.3,1.08,0.057,2,0
5715,8.24,3.88,0.86,0.313,2,0
5716,9.34,1.12,2.03,0.274,238,1
5717,10.84,2.34,1.38,0.38,865,0
5718,7.24,7.96,0.79,1.013,507,0
5719,7.15,9.94,0.84,0.312,132,1
5720,8.89,4.84,0.88,0.33,2,0
5721,7.71,4.23,0.88,0.121,44,1
5722,8.63,6.23,0.67,0.294,131,0
5723,9.25,3.98,1.32,0.266,80,1
5724,7.45,2.43,1.14,1.601,738,0
5725,7.32,16.95,0.78,0.417,310,1
5726,6.76,3.09,0.83,2.607,845,0
5727,8.86,8.88,1.23,0.455,354,1
5728,8.4,3.17,0.91,0.193,96,0
5729,9.04,2.5,1.6,1.322,719,0
5730,9.62,4.77,1.46,1.248,609,0
5731,8.34,2.17,1.02,1.289,609,0
5732,9.42,3.23,1.29,0.567,445,1
5733,8.7,0.7,1.18,1.009,575,0
5734,8.58,0.05,1.32,1.42,609,0
5735,8.29,2.12,1.22,0.947,507,0
5736,9.14,-0.49,1.18,1.323,687,0
5737,8.24,4.43,0.95,1.4,685,0
5738,5.87,0.22,0.59,2.043,682,0
5739,6.58,5.18,0.71,1.189,698,0
5740,8.59,4.62,1.38,0.379,366,0
5741,6.2,10.01,0.54,1.114,703,0
5742,7.68,2.96,0.87,1.57,709,0
5743,9.99,6.2,1.4,0.463,292,1
5744,7.93,11.18,0.94,0.495,431,0
5745,7.93,1.44,1.17,1.734,771,0
5746,9.03,5.31,2.72,0.728,447,1
5747,8.65,7.85,1.11,0.502,382,0
